Agency,AwardDescription,Length,,,,
Justice,"FY 2019:  TWO HR PERSONNEL SECURITY SPECIALIST CONTRACTORS. BASE YEAR PERFORMANCE PERIOD:  9/29/2019 - 9/28/2020. 15JA1619F00000034-P00001, ADMINISTRATIVE MODIFICATION TO CORRECT BBFY TO 2019 (FROM 2020) IN MOD. P00001.",219,,,,
Justice,INSTALL DMP PANEL IN SPR ROOM&SECURITY PANEL,44,,,,
Justice,ONSITE DOCUMENT DESTRUCTION SERVICES,36,,,,
Justice,LEASE HP LAPTOPS,16,,,,
Justice,FY20 AF SERVICES. ORDER 0426. MOD ADDS PRICING TABLE FOR FY20 SERVICES.,71,,,,
Justice,FY19 AF SERVICES ORDER. ORDER 0755.,35,,,,
Justice,FY20 ASSET FORFEITURE MANAGEMENT STAFF (AFMS) SERVICES-INTERPOL,63,,,,
Justice,AFASS FY 20 SERVICES UCAE,25,,,,
Justice,OPD - PUERTO RICO - JSI,23,,,,
Justice,EOUSA NETWORK OPERATIONS CENTER (NOC)&TECHONE SERVICES,54,,,,
Justice,NATIONAL VEHICLE REGIONAL OUTFITTING (NVRO),43,,,,
Justice,FEDEX - WORLDWIDE DELIVERY SERVICE,34,,,,
Justice,TASK ORDER FOR HRD  ER SPECIALIST (4) LABOR RELATIONS SPECIALIST (1),68,,,,
Justice,SEE THE ATTACHED 157 FOR DELIVERY DESTINATIONS AND POC 9MM  POC/COR,67,,,,
Justice,ADMINISTRATIVE SUPPORT,22,,,,
Justice,PROFESSIONAL ADMINISTRATIVE SUPPORT,35,,,,
Justice,ADMINISTRATIVE CONTRACT SUPPORT,31,,,,
Justice,CONTRACTOR SUPPORT PERSONNEL FOR IOD PSRFTF,43,,,,
Justice,ADMINISTRATIVE SUPPORT CONTRACTORS,34,,,,
Justice,GLOCK G17MS AND G19MS FOR US MARSHALS SERVICE TRAINING DIVISION - AGENCY REFRESH REQUIREMENT  ALL PRICING AND TERMS AND CONDITIONS ARE IN ACCORDANCE WITH FBI CONTRACT NO. DJF-16-1200-V-0006459.  REQUESTED DELIVERY DATE 07/07/2020,229,,,,
Justice,"GUARD SERVICES (SSOS) FOR TWELFTH JUDICIAL CIRCUIT, U.S. TAX COURT, WASHINGTON, D.C.  IGF:OT:IGF",96,,,,
Justice,COURT SECURITY OFFICER SERVICES FOR THE DISTRICT OF WYOMING (91).  IGF:OT:IGF,77,,,,
Justice,HIDS INSTALL,12,,,,
Justice,DEOBLIGATE AND CLOSE OUT,24,,,,
Justice,BUTNER ESPC  CHANGE OF ADMINISTRATIVE CONTRACTING OFFICER FROM MARLON CLARY TO CECILY MC DOWELL.,96,,,,
Justice,SUPPORT FOR OPERATION AND MAINTENANCE OF THE ENTERPRISE AND FIELD OPERATIONS WORLDWIDE.,87,,,,
Justice,GRAND JURY AND DEPOSITIONS COURT REPORTING,42,,,,
Justice,DJJ-17F-USA66-0088 - SHELL,26,,,,
Justice,BACKGROUND FIELD INVESTIGATOR OBLIGATION AMENDED FOR ADDITIONAL BPA CALLS,73,,,,
Justice,BACKGROUND FIELD INVESTIGATOR OBLIGATION AMENDED FOR ADDITIONAL BPA CALLS,73,,,,
Justice,FDC MIAMI COMPREHENSIVE MEDICAL SERVICES . PROVIDE MEDICAL SEVICES TO THE INMATE POPULATION AT FDC MIAMI.,105,,,,
Justice,BACKGROUND FIELD INVESTIGATOR OBLIGATION AMENDED FOR ADDITIONAL BPA CALLS,73,,,,
Justice,BACKGROUND FIELD INVESTIGATOR OBLIGATION AMENDED FOR ADDITIONAL BPA CALLS,73,,,,
Justice,BACKGROUND FIELD INVESTIGATOR OBLIGATION AMENDED FOR ADDITIONAL BPA CALLS,73,,,,
Justice,BACKGROUND FIELD INVESTIGATOR OBLIGATION AMENDED FOR ADDITIONAL BPA CALLS,73,,,,
Justice,BACKGROUND FIELD INVESTIGATOR OBLIGATION AMENDED FOR ADDITIONAL BPA CALLS,73,,,,
Justice,"PROVIDE LODGING  FOR FOUR STUDENTS IN SEEK CLASS 129 5 CAROLINE DRIVE, FRONT ROYAL, VA 22630",92,,,,
Justice,"PROVIDE LODGING  FOR FOUR STUDENTS IN SEEK CLASS 130 5 CAROLINE DRIVE, FRONT ROYAL, VA 22630",92,,,,
Justice,CELLULAR BASED BODY WIRE PROGRAM,32,,,,
Justice,COMPREHENSIVE MEDICAL APRIL  FY-20.,35,,,,
Justice,COMPREHENSIVE MEDICAL SERVICES ON-SITE CLINICS TELEMEDICINE CLINICS,67,,,,
Justice,COMPREHENSIVE MEDICAL SERVICES ON-SITE CLINICS TELEMEDICINE CLINICS,67,,,,
Justice,VARIOUS AMMUNITION,18,,,,
Justice,"NATURAL GAS SERVICE, USP BIG SANDY",34,,,,
Justice,"ELECTRIC SERVICE APRIL 1, 2020 - SEPT 30, 2020",46,,,,
Justice,COMPREHENSIVE MEDICAL SERVICES FOR USP MCCREARY FOR THE MONTH OF OCTOBER 2019 FY 2020.,86,,,,
Justice,COMPREHENSIVE MEDICAL SERVICES FOR USP MCCREARY FOR THE MONTH OF OCTOBER FY 2020.,81,,,,
Justice,PROTECTIVE STAB VESTS CARRIER FOR FEDERAL BUREAU OF PRISONS  FCC HAZELTON,73,,,,
Justice,FEMALE/MALE AND OVERSIZED VEST CARRIER'S,40,,,,
Justice,FLUARIX PRE-FILLED SYRINGES FOR INMATES&STAFF AT FMC DEVENS.,60,,,,
Justice,NATURAL GAS SUPPLY,18,,,,
Justice,SOLID WASTE REMOVAL FOR FCI OTISVILLE APRIL 2020.,49,,,,
Justice,SOLID WASTE REMOVAL FOR FCI OTISVILLE MARCH 2020.,49,,,,
Justice,"COMPREHENSIVE MEDICAL SERVICES - OFF SITE: (IN&OUT PATIENT FACILITY, PHYSICIAN AND EMS SERVICE) APRIL 2020  IAW FAR 52.232-18, AVAILABILITY OF FUNDS APPLIES",156,,,,
Justice,"COMPREHENSIVE MEDICAL SERVICES - OFF SITE: (IN&OUT PATIENT FACILITY, PHYSICIAN AND EMS SERVICE) MAY 2020  IAW FAR 52.232-18, AVAILABILITY OF FUNDS APPLIES",154,,,,
Justice,"COMPREHENSIVE MEDICAL SERVICES - OFF SITE: (IN&OUT PATIENT FACILITY, PHYSICIAN AND EMS SERVICE) JULY 2020  IAW FAR 52.232-18, AVAILABILITY OF FUNDS APPLIES",155,,,,
Justice,151060 - COMPREHENSIVE ON-SITE MEDICAL SERVICES - FCC COLEMAN FOR DECEMBER 2018,79,,,,
Justice,151060 - COMPREHENSIVE ON-SITE MEDICAL SERVICES - FCC COLEMAN,61,,,,
Justice,MEDICAL SUPPLIES,16,,,,
Justice,OUTSIDE MEDICAL CARE INMATE CATASTROPHIC TASK ORDER WELLPATH,60,,,,
Justice,OUTER VEST CARRIER FOR STAB VEST MALES OUTER VEST CARRIER FOR STAB VEST FEMALES OUTER VEST CARRIER FOR STAB VEST OVERSIZE CHARGE FOR 2XL AND ABOVE,146,,,,
Justice,OUTER VEST CARRIERS FOR MDC GUAYNABO STAFF,42,,,,
Justice,FLU VACCINE FOR INMATE POPULATION,33,,,,
Justice,MEDICAL SERVICES,16,,,,
Justice,"COMPREHENSIVE OUTSIDE MEDICAL SERVICES, MONTH OF AUGUST 2019.",61,,,,
Justice,FCI ALICEVILLE MEDICAL SERVICES BPA INPATIENT AND OUTPATIENT SERVICES.,70,,,,
Justice,TOILET PAPER FOR FCC FLORENCE,29,,,,
Justice,TOILET TISSUE FOR FCC FLORENCE,30,,,,
Justice,PHARMACEUTICALS MCKESSON ORDERS FROM 4/1/20 - 6/30/20.  PROJECT CODE 13F OR 14F SUB OBJECT CODE 2653 OR 2655,108,,,,
Justice,MEDICAL CONSULTS FOR THE MONTH OF JUNE FY 19 ESTIMATE ONLY THIS MODIFICATION REPRESENTS A FUNDING ONLY ACTION FOR AN INCREASE OF $100.00,136,,,,
Justice,"ACID AND BICARBONATE SUPPLIES FOR THE USMCFP SPRINGFIELD, MISSOURI",66,,,,
Justice,DIALYZER SUPPLY  OPTIFLUX F200NRE DIALYZERS - 125 CS OPTIFLUX F250NRE DIALYZERS - 55 CS,87,,,,
Justice,"HOSPITAL GUARD SERVICES FOR FCI WASECA OCTOBER 1, 2019 THROUGH MARCH 31, 2020. DECREASE FROM $15,000.00 TO $7,588.80. TOTAL DECREASE OF $7,411.20.  LESS HOURS NEEDED THAN EXPECTED.",180,,,,
Justice,"NARCAN NASAL SPRAY, 4MG, 2-PACK",31,,,,
Justice,TEMPORARY RN'S TO ASSIST WITH COVID-19,38,,,,
Justice,CHILLER REPAIR,14,,,,
Justice,VEST CARRIER,12,,,,
Justice,ANCILLARY X-RAY TECHNICIAN SERVICES PROVIDED TO THE INMATE POPULATION AT MCC SAN DIEGO FISCAL YEAR 20.,102,,,,
Justice,40MM LAUNCHERS FOR USE AT FCI SHERIDAN.,39,,,,
Justice,"WELDING PROGRAM FOR INMATES AT FCI TERMINAL ISLAND FROM OCTOBER 1, 2019 TO SEPTEMBER 30, 2020.",94,,,,
Justice,MONTHLY SUPPORT MEDICATION DISPENSER SYSTEM UPGRADE FOR FCC TUCSON PHARMACY,75,,,,
Justice,FY20 FLU VACCINES FOR STAFF&INMATES AT FCC TUCSON,49,,,,
Justice,NON-CONTACT THERMOMETERS,24,,,,
Justice,FLU VACCINES FOR THE STAFF FY-20,32,,,,
Justice,"COMMUNITY TREATMENT SERVICES IN MIAMI, FL",41,,,,
Justice,"COMMUNITY TREATMENT SERVICES IN MIAMI, FL",41,,,,
Justice,"TDAT SERVICES IN THE GREENVILLE, SC AREA.",41,,,,
Justice,"COMMUNITY TREATMENT SERVICES IN SEATTLE, WA.",44,,,,
Justice,"COMMUNITY TREATMENT SERVICES IN ANCHORAGE, AK.",46,,,,
Justice,MEDICAL AND SURGICAL SUPPLIES,29,,,,
Justice,FCI FORT DIX- MARCH - MEDICAL AND SURGICAL SUPPLIES,51,,,,
Justice,FIREARMS AMMUNITION FOR FCI FORT DIX,36,,,,
Justice,GLOCK FOR OFFICE OF EMERGENCY PREPAREDNESS.,43,,,,
Justice,"TO PROVIDE RESIDENTIAL REENTRY CENTER (RRC) AND HOME CONFINEMENT (HC) SERVICES WITHIN THE CITY LIMITS OF MIAMI, FLORIDA.  THE GEOGRAPHICAL RADIUS FOR HC PLACEMENTS IS WITHIN 70 MILES OF THE RRC FACILITY.",203,,,,
Justice,"GUARANTEED MINIMUM FUNDING TO PROVIDE RESIDENTIAL RE-ENTRY CENTER (RRC) AND HOME CONFINEMENT SERVICES TO BE LOCATED WITHIN THE CITY LIMITS OF SPOKANE COUNTY, WASHINGTON.",169,,,,
Justice,"FUNDING TO PROVIDE RESIDENTIAL REENTRY CENTER (RRC) AND HOME CONFINEMENT SERVICES LOCATED WITHIN THE CITY LIMITS OF HUTCHINS, TEXAS FOR THE PERFORMANCE PERIOD  5/1/2020 TO 9/30/2020.",182,,,,
Justice,STAMPS.COM MONTHLY SVC FEES FOR ALL HOUSTON DIVISION LOCATIONS. SUBJECT TO AVAILABILITY OF FY-2020 FUNDS.,105,,,,
Justice,ES-CHAT SERVICE,15,,,,
Justice,AIR CARDS FOR USE THROUGHOUT NEFD/VERIZON WIRELESS/S1D/RURR/10-01-19&GT;09-30-20  ***SUBJECT TO AVAILABILITY OF FUND FY2020,123,,,,
Justice,RENEWAL OF COVERAGE NEEDED TO ENSURE UNINTERRUPTED SERVICE DUE TO HARDWARE FAILURES OR BUGGY SOFTWARE. ENSURES DEA MAINTAINS APPROPRIATE SECURITY POSTURE BY HAVING ACCESS TO BUG FIXES.,184,,,,
Justice,LEASE OF PRIVATE CAGE WITH CIRCUIT BASED POWER AT EQUINIX DATA CENTER WITH CROSS CONNECTS,89,,,,
Justice,"THIS IS A REQUEST TO ISSUE A TASK ORDER AWARD WITH A SIX (6) MONTH BASE PERIOD, AND  SIX (6) 12 MONTH OPTION PERIODS UNDER DOJ'S TASK ORDER 15JPSS20D00000271.  BASE PERIOD: APRIL , 2020 TO SEPTEMBER 30, 2020.",208,,,,
Justice,HARDWARE/SOFTWARE,17,,,,
Justice,VISTA OUTDOORS - MARGARET WILLIAMS,34,,,,
Justice,"RENEWAL SERVICE POP: MAY 1, 2020 - APRIL 30, 2021 TO BE UTILIZED DURING DISASTERS, EMERGENCIES, COOP ACTIVATIONS, COG PURPOSES, AND FOR TRAINING",144,,,,
Justice,"FCI FAIRTON 2ND QTR FY 20 SUBSISTENCE, 1/2/2020 - 3/31/2020.   SUBSISTENCE/FROZEN/KOSHER/MEAT. NO DELIVERIES BEFORE 1/2/2020. FINAL DAY FOR DELIVERIES IS 1/27/2020 SMALL BUSINESS",178,,,,
Justice,ANTENNA RENTAL,14,,,,
Justice,"FY2019 DSO GUARD SUPPORT MICHAEL A. WEBB 1520 BISCAYNE DRIVE, HAMILTON, OHIO 45013 (513) 405-6115 MIKE.WEBB@CLEVES.ORG WEBB2494",127,,,,
Justice,FY 20-CLETS RECURRING SERVICES FOR D97,38,,,,
Justice,D08 DSO GUARD SUPPORT FOR FY20 - ALEXIS R REYES VENDOR CODE REYES3599,69,,,,
Justice,D45 FY20 DSO GUARD SUPPORT - MATTHEW L BROWN,44,,,,
Justice,"CHARTER COMMUNICATIONS OPERATING, LLC.  DUNS: 151068009. CAGE: 4VYD1. TAX ID: 43-1843260.  PERIOD OF PERFORMANCE- 4/13/2018 - 4/12/2019",135,,,,
Justice,VAUSM0000 FY2019 GLOCK 17 T GEN4 FX/FOF TRAINING PISTOL 3 17RD MAGS FIXED SIGHTS,80,,,,
Justice,COVID-19 EMERGENCY RESPONSE ATLANTIC SIGNAL AVON CABLE COMM KITS,64,,,,
Justice,LABORATORY SPECIMEN PROCESSING AND REPORTING.  SERVICES RENDURED FOR MEDICAL EVALUATION AND CARE FOR INMATES INCARCERATED AT FCC HAZELTON,137,,,,
Justice,PHYSICIAN SERVICES FOR FCC HAZELTON USP/SFF/SPC/FCI OCTOBER 2019 - MARCH 2020,77,,,,
Justice,PHYSICIAN ASSISTANT SERVICES FOR FCC HAZELTON USP/SFF/SPC/FCI OCTOBER 2019 - MARCH 2020,87,,,,
Justice,VARIOUS MEDICAL SUPPLIES.,25,,,,
Justice,VARIOUS COMPUTER EQUIPMENT,26,,,,
Justice,FEDEX CONTRACT 5/2019-5/2020,28,,,,
Justice,ESA4 SERVICES,13,,,,
Justice,"THE OBJECTIVE OF THIS REQUEST FOR QUOTE (RFQ) IS TO ACQUIRE CONTRACTOR SERVICES TO SUPPORT THE EAO (ENTERPRISE ARCHITECTURE) AND SSTO (SEGMENT ARCHITECTURE) IN ITS MISSION TO PROVIDE ARCHITECTURAL GUIDANCE TO OPTIMIZE TECHNOLOGY, PEOPLE, AND PROCESSE",250,,,,
Justice,"THIS IS A MODIFICATION TO REDUCE SCOPE OF WORK FY 18 AND DE-OBLIGATE $6,649.51.",79,,,,
Justice,SME FOR COUNTERINTELLIGENCE TRAINING CENTER.,44,,,,
Justice,ADMINISTRATIVE SUPPORT CONTRACTORS IOD - FLRFTF - 4 POSITIONS  FY2018 FUNDING,77,,,,
Justice,"FEDEX - WORLDWIDE DELIVERY SERVICE DOJ/JMD CONTRACT, DJJ-16-PSS-V-2676",70,,,,
Justice,"EXECUTE 60 DAY EXTENSION, INCORPORATE PRICING SCHEDULE.  OJP/OCIO CUSTOMER SERVICE CENTER SUPPORT SERVICES",106,,,,
Justice,GOVERNMENT RETIREMENT (GRB) PRE-RETIREMENT SEMINAR SOFTWARE - ETRAINING SUBSCRIPTION PERIOD -1 YEAR,99,,,,
Justice,PHARMACY AUTOMATED DISPENSING CABINETS AND SERVICE ITEMS.,57,,,,
Justice,INCREASE ESTIMATE FOR SERVICES,30,,,,
Justice,PHARMACY AUTOMATED DISPENSING CABINETS AND SERVICE ITEMS.,57,,,,
Justice,ES WINDOW 10 UPGRADE FOR PYXIS,30,,,,
Justice,PHARMACY AUTOMATED DISPENSING CABINETS AND SERVICE ITEMS.,57,,,,
Justice,PHARMACY AUTOMATED DISPENSING CABINETS AND SERVICE ITEMS.,57,,,,
Justice,PHARMACY AUTOMATED DISPENSING CABINETS AND SERVICE ITEMS.  PYXIS 4000 EQUIPMENT RENTAL - UPGRADE TO PYXIS ES FOR SEPTEMBER 2020,127,,,,
Justice,CONTRACTOR SUPPORT SERVICES,27,,,,
Justice,CONTRACTOR SUPPORT SERVICES,27,,,,
Justice,"PHARMACY AUTOMATED DISPENSING CABINETS AND SERVICE ITEMS AT MDC LOS ANGELES FOR OCTOBER 1, 2019 THRU SEPTEMBER 30, 2020.",120,,,,
Justice,PHARMACY AUTOMATED DISPENSING CABINETS AND SERVICE ITEMS.,57,,,,
Justice,ESTABLISH A PURCHASE ORDER FOR AN EZ-PASS.  THE E-Z PASS ACCOUNT COVERS TOLL FEES FOR CIA LIAISON OFFICER UTILIZING AN ASSIGNED OGV WHILE ON OFFICIAL GOVERNMENT BUSINESS,169,,,,
Justice,"THIS REQUEST IS TO ISSUE A CONTACT AWARD TO SECONDARY OPERATIONS, INC. FOR THE CONTROLLED SUBSTANCES TRANSPORTATION DESTRUCTION EVENT FOR MAY 6, 2020 CORPUS CHRISTI RESIDENT OFFICE",180,,,,
Justice,FCI ASHLAND COMPREHENSIVE MEDICAL SERVICES,42,,,,
Justice,INMATE CLOTHING,15,,,,
Justice,"COMPREHENSIVE MEDICAL SERVICES FOR THE FEDERAL CORRECTIONAL INSTITUTION LOCATED IN TALLAHASSEE, FLORIDA",103,,,,
Justice,THE DI HAS A REQUIREMENT TO CONTINUE TO PROVIDE MANAGEMENT AND PROGRAM ANALYSIS CONTRACTOR SUPPORT SERVICES TO THE INTELLIGENCE PROGRAM.,136,,,,
Justice,"DJJ11C2131 IS A DOJ WIDE VEHICLE FOR MANAGEMENT AND ADMINISTRATIVE SUPPORT. SERVICES PROVIDED ACROSS FOREIGN LANGUAGE PROGRAM AUGMENT INSUFFICIENT MAPA RESOURCES TO ENABLE WORKFLOW TRACKING, MONITORING, AND ACCOUNTABILITY.",222,,,,
Justice,THE DI HAS A REQUIREMENT TO CONTINUE TO PROVIDE MANAGEMENT AND PROGRAM ANALYSIS CONTRACTOR SUPPORT SERVICES TO THE INTELLIGENCE PROGRAM.,136,,,,
Justice,DOJ GUARD SERVICES,18,,,,
Justice,GRAND JURY SERVICES,19,,,,
Justice,IGT::OT::IGT  FY16 AFISS CONTRACT MINIMUM GUARANTEE.,52,,,,
Justice,ENRD HELP DESK,14,,,,
Justice,EOIR IT INFRASTRUCTURE SUPPORT SERVICES,39,,,,
Justice,OCDETF ASSET FORFEITURE INVESTIGATIVE SUPPORT SERVICES,54,,,,
Justice,CLOSE-OUT DE-OBLIGATE REMAINING FUNDS FROM DELIVERY ORDER.,58,,,,
Justice,"OPERATION OF A CONTRACTOR OWNED/CONTRACTOR LEASED, CONTRACTOR OPERATED SECURE CORRECTIONAL FACILITY.",100,,,,
Justice,CHEESE FOR SANDWICHES FOR INMATE MEALS,38,,,,
Justice,LEASE OF LAND FOR 2 EXPLOSIVE MAGAZINES,39,,,,
Justice,CFITRAINER.NET,14,,,,
Justice,INSIDE CONSULTANT VISITS,24,,,,
Justice,LAB CHARGES,11,,,,
Justice,"3RD QTR 20- SUBSISTENCE FOR THE INMATE POPULATION OF FCI/FPC BECKLEY, WV.",73,,,,
Justice,3RD QTR/FISCAL YEAR 2020 NON-MEAT FOR FCC BUTNER CONTRACT PERIOD: 04/01/2020 THRU 06/30/2020  ****MUST INCLUDE KOSHER CERTIFICATE****,133,,,,
Justice,WEEKLY PRODUCE FOR FCC BUTNER DELIVERY DATE: 4/30/2020  BUSINESS SIZE:  SMALL,77,,,,
Justice,MUNITIONS LESS LETHAL.,22,,,,
Justice,COMPREHENSIVE MEDICAL SERVICES FOR USP MCCREARY FOR THE MONTH OF MAY 2019.,74,,,,
Justice,COMPREHENSIVE MEDICAL SERVICES FOR USP MCCREARY FOR THE MONTH OF JUNE 2019.,75,,,,
Justice,COMPREHENSIVE MEDICAL SERVICES FOR USP MCCREARY FOR THE MONTH OF AUGUST 2019.,77,,,,
Justice,COMPREHENSIVE MEDICAL SERVICES FOR USP MCCREARY FOR THE MONTH OF SEPTEMBER 2019.,80,,,,
Justice,EXPERT WITNESS,14,,,,
Justice,3RD QTR FY 2020 DAIRY,21,,,,
Justice,EMERGENCY HOSPITAL SERVICES FOR INMATES INCARCERATED AT FCC HAZELTON.,69,,,,
Justice,EMERGENCY HOSPITAL SERVICES FOR INMATES INCARCERATED AT FCC HAZELTON.,69,,,,
Justice,"LESS LETHAL MUNITIONS: - VARIOUS LESS LETHAL MUNITIONS FOR USP, SFF, FCI",72,,,,
Justice,EGGS 3RD QTR MONTH OF MAY,25,,,,
Justice,FCI FAIRTON ON SITE COMPREHENSIVE MEDICAL SERVICES FOR THE MONTH OF MAY 2019  **LARGE BUSINESS**,96,,,,
Justice,FCI FAIRTON ON SITE COMPREHENSIVE MEDICAL SERVICES FOR THE MONTH OF JULY 2019  **LARGE BUSINESS**,97,,,,
Justice,FCI FAIRTON ON SITE COMPREHENSIVE MEDICAL SERVICES FOR THE MONTH OF AUGUST 2019  **LARGE BUSINESS**,99,,,,
Justice,FCI FAIRTON OFF SITE COMPREHENSIVE MEDICAL SERVICES FOR THE MONTH OF MAY 2019  **LARGE BUSINESS**,97,,,,
Justice,FCI FAIRTON OFF SITE COMPREHENSIVE MEDICAL SERVICES FOR THE MONTH OF JUNE 2019  **LARGE BUSINESS**,98,,,,
Justice,FCI FAIRTON OFF SITE COMPREHENSIVE MEDICAL SERVICES FOR THE MONTH OF JULY 2019  **LARGE BUSINESS**,98,,,,
Justice,FCI FAIRTON OFF SITE COMPREHENSIVE MEDICAL SERVICES FOR THE MONTH OF DECEMBER 2019  **LARGE BUSINESS**,102,,,,
Justice,151060 ZERO-TURN MOWER,22,,,,
Justice,NON LETHAL MUNITIONS  WARNING! AMMUNITION FOR PENAL INSTITUTION - DELIVER TO ARMORY OFFICER/SPECIFIED STAFF ONLY,112,,,,
Justice,NON LETHAL MUNITIONS  WARNING! AMMUNITION FOR PENAL INSTITUTION - DELIVER TO ARMORY OFFICER/SPECIFIED STAFF ONLY,112,,,,
Justice,NON LETHAL MUNITIONS  WARNING! AMMUNITION FOR PENAL INSTITUTION - DELIVER TO ARMORY OFFICER/SPECIFIED STAFF ONLY,112,,,,
Justice,WARNING! NON LETHAL MUNITIONS FOR PENAL INSTITUTION - DELIVER TO ARMORY OFFICER/SPECIFIED STAFF ONLY,100,,,,
Justice,OPTOMETRY SERVICES,18,,,,
Justice,151060  LAUNDRY SERVICES FOR 10/01/2018 - 09/30/2019 FY19.,58,,,,
Justice,"AIR FILTERS FOR THE FACILITIES DEPARTMENT AT FCC YAZOO CITY, MS  QUOTE DATED 4/22/2020",86,,,,
Justice,"COVID-19 PREVENTION SUPPLIES:  5,000 EACH N95 MASK WITH RESPIRATOR (SEE JOFOC - JUSTIFICATION FOR OTHER THAN FULL AND OPEN COMPETITION) FAR 6.302-2(B) (1)(2) - UNUSUAL AND COMPELLING URGENCY PROJECT CODE 97F",207,,,,
Justice,MEAT AND SUBSISTENCE,20,,,,
Justice,IGF MEDICAL SERVICES. MOD P0002 INCREASE IN COST,48,,,,
Justice,"EMERGENCY MEDICAL SERVICES FOR THE FOLLOWING INMATE TO INCLUDE ANCILLARY SERVICES:  INMATE NAME: PHILLIPS, M REGISTER #43864-380",128,,,,
Justice,MEAT ORDER - 3RD QUARTER FY20   DELIVERIES REQUIRED NO LATER THAN 04/15/2020  DECREASE AMOUNT,93,,,,
Justice,RP 0114-20 FOOD SERVICE - LOCKDOWN MEALS (COVID-19),51,,,,
Justice,KOSHER POTATO CHIPS/DRINK MIX COVID19 LOCKDOWN 2020,51,,,,
Justice,BREAKFAST BARS COVID19 2020,27,,,,
Justice,EMERGENCY FUEL( TOP OFF ALL TANKS DUE TO COVID-19 SHUT DOWN).,61,,,,
Justice,"MODIFICATION TO DECREASE FUNDS BY $41.68 FROM $13,133.36 TO $13,091.68, TO REFLECT FINAL INVOICE.",97,,,,
Justice,NON-CONTRACT FORMULARY MEDICATIONS  ACCOUNT# 016251,51,,,,
Justice,NON-CONTRACT FORMULARY MEDICATIONS  ACCOUNT# 016251,51,,,,
Justice,68382-0136-10 AUROBINDO LOSARTAN 50MG,37,,,,
Justice,PROVIDE GREASE TRAP PUMPING SERVICES FOR FCC OAKDALE,52,,,,
Justice,"INCREASE TOTAL OBLIGATION AMOUNT AS REFLECTED BELOW.  ORIGINAL PO:  $17,550.00 MOD P00002:  +$2,520.00 NEW PO:  $20,070.00",122,,,,
Justice,"MDC LOS ANGELES WASTEWATER TREATMENT UTILITY SERVICE.  OCTOBER 1, 2019 THROUGH SEPTEMBER 30, 2020.",98,,,,
Justice,"MDC LOS ANGELES WATER UTILITY SERVICE.  OCTOBER 1, 2019 THROUGH SEPTEMBER 30, 2020.",83,,,,
Justice,OPEN MARKET MEDICATION,22,,,,
Justice,FY20 3RD QTR SUBSISTENCE IN ACCORDANCE WITH RFQ# 15B61820Q00000003.,67,,,,
Justice,FY20 3RD QTR SUBSISTENCE IN ACCORDANCE WITH RFQ# 15B61820Q00000003.,67,,,,
Justice,15BH0N20PVA110179,17,,,,
Justice,.308 WIN PSPB CORE-LOKT ULTRA BONDED  DUTY AMMUNITION AMMO CODE: PRC 308FBI.  AMMUNITION FOR OMAHA DIVISION/MINNEAPOLIS ST PAUL DISTRICT OFFICE TFO'S AND SPECIAL AGENTS.  PLEASE SEE ATTACHED DOCUMENTATION FOR SHIPPING INSTRUCTIONS,230,,,,
Justice,COMMUNICATION SERVICES / SUBJECT TO THE AVAILABILITY OF FUNDS,61,,,,
Justice,USE OF OUTDOOR POLICE RANGE FOR DIVISION OFFICE FIREARMS QUALIFICATION AND TRAINING. DATES ARE REQUIRED QUARTERLY QUALIFICATIONS.,129,,,,
Justice,EXPERT WITNESS IS A PSYCHIATRIST SPECIALIZING IN ADDICTION,58,,,,
Justice,1-STEALTH TRACKING DEVICE 2-ANNUAL SUBSCRIPTION OF AIR TIME UNLIMITED 2-EXTENDED BATTERY PACKS/W-CASES 2-BATTERY HARNESS/ TO CONNECT TO TRACKER&BATRY  1-SHIPPING,161,,,,
Justice,INTERNET SERVICE&CABLE TELEVISION CBI 100MBPS X 20MBPS TO INCLUDE ROUTER  ACCOUNT # 0010101051420001,100,,,,
Justice,MONTHLY INSIDE STORAGE FEE FOR THE DEA TOLEDO OH  SURVEILLANCE VAN. 08/01/2018 TO 07/31/2019,92,,,,
Justice,"TO REPLACE THE PENTAGON SOFTWARE USED BY OA (RFQ), MAINTENANCE REPAIR AND OVERHAUL APPLICATION",94,,,,
Justice,"COLUMBUS-STEVENS-$86,040.00-TELECOMMUNICATIONS",46,,,,
Justice,"1- KOFAX SUPPORT&UPGRADE ASSURANCE 1 YEAR SN : UK59578, SK29822,RA43374 (MR-1800-0110) 1- KOFAX SENIOR SYSTEMS ENGINEER/ARCHITECT 120 HRS  SS-D - 1410 - ADVANCE)",161,,,,
Justice,TOLLS/MASS TURNPIKE/10-1-18&GT;9-30-19,38,,,,
Justice,LABORATORY SUPPLIES  FUNDS TO BE ADDED INCREMENTALLY,52,,,,
Justice,"HANGAR, OFFICE AND STORAGE RENTAL IN LAS VEGAS, NV PERIOD OF PERFORMANCE: 10/1/19-9/30/20 ""SUBJECT TO AVAILABILITY OF FUNDS""",124,,,,
Justice,CONGRESSIONAL QUARTERLY LEGISLATIVE TRACKING SERVICE 04/25/2020 - 04/24/2021,76,,,,
Justice,EXPERT WITNESS REVIEW&REPORT,28,,,,
